Time (ms),Light,Current (pA)
2632,0,-4.42564
2634,0,-4.45726
2636,0,-4.36032
2638,0,-4.77982
2640,0,-4.97636
2642,0,-4.88149
2644,0,-4.75073
2646,0,-4.84436
2648,0,-4.62187
2650,0,-4.45828
2652,0,-4.90899
2654,0,-5.02161
2656,0,-5.17213
2658,0,-5.76771
2660,0,-5.80542
2662,0,-5.57398
2664,0,-5.62301
2666,0,-5.54297
2668,0,-5.37499
2670,0,-5.33143
2672,0,-5.11085
2674,0,-5.41763
2676,0,-5.34306
2678,0,-5.3257
2680,0,-5.78164
2682,0,-5.86883
2684,0,-5.36677
2686,0,-5.23848
2688,0,-5.24671
2690,0,-5.19675
2692,0,-5.08583
2694,0,-5.04625
2696,0,-4.91091
2698,0,-5.04384
2700,0,-5.25904
2702,0,-5.3867
2704,0,-5.20127
2706,0,-5.35408
2708,0,-4.88499
2710,0,-4.62437
2712,0,-4.31064
2714,0,-4.43077
2716,0,-4.15038
2718,0,-4.82488
2720,0,-4.66433
2722,0,-4.4786
2724,0,-4.53368
2726,0,-4.22221
2728,0,-4.20988
2730,0,-4.19807
2732,0,-4.37744
2734,0,-4.47505
2736,0,-4.32026
2738,0,-4.60793
2740,0,-4.73326
2742,0,-4.25043
2744,0,-3.91994
2746,0,-4.08688
2748,0,-4.0527
2750,0,-3.9139
2752,0,-3.92261
2754,0,-4.16068
2756,0,-4.08508
2758,0,-3.98487
2760,0,-4.41541
2762,0,-4.16298
2764,0,-3.94012
2766,0,-3.91763
2768,0,-3.7332
2770,0,-3.87365
2772,0,-3.70177
2774,0,-4.01503
2776,0,-4.26461
2778,0,-4.2563
2780,0,-4.39042
2782,0,-4.22236
2784,0,-4.32994
2786,0,-4.18379
2788,0,-3.92184
2790,0,-3.87091
2792,0,-3.98937
2794,0,-4.36363
2796,0,-4.51961
2798,0,-4.76684
2800,0,-4.68175
2802,0,-4.59962
2804,0,-4.4189
2806,0,-4.40509
2808,0,-4.1687
2810,0,-3.93031
2812,0,-3.87266
2814,0,-4.0064
2816,0,-4.07388
2818,0,-4.21757
2820,0,-4.68657
2822,0,-4.18303
2824,0,-4.24547
2826,0,-4.22838
2828,0,-4.38534
2830,0,-3.955
2832,0,-4.16026
2834,0,-4.3855
2836,0,-4.4962
2838,0,-4.74482
2840,0,-4.81698
2842,0,-4.52701
2844,0,-4.32396
2846,0,-4.31633
2848,0,-4.1588
2850,0,-4.17981
2852,0,-4.00341
2854,0,-4.20359
2856,0,-4.3388
2858,0,-4.32581
2860,0,-4.64782
2862,0,-4.87024
2864,0,-4.69129
2866,0,-4.53004
2868,0,-4.26697
2870,0,-4.31464
2872,0,-4.28521
2874,0,-4.71311
2876,0,-4.88456
2878,0,-4.51632
2880,0,-4.49381
2882,0,-4.5091
2884,0,-5.14669
2886,0,-5.02529
2888,0,-4.68379
2890,0,-4.54592
2892,0,-5.04225
2894,0,-5.21093
2896,0,-5.17607
2898,0,-5.06465
2900,0,-4.82771
2902,0,-4.77867
2904,0,-4.47312
2906,0,-4.61104
2908,0,-4.46737
2910,0,-4.71102
2912,0,-4.58319
2914,0,-4.88891
2916,0,-4.88454
2918,0,-5.02787
2920,0,-5.11089
2922,0,-5.0679
2924,0,-4.93779
2926,0,-4.93866
2928,0,-5.09227
2930,0,-5.16787
2932,0,-5.53985
2934,0,-5.46291
2936,0,-5.13879
2938,0,-5.22965
2940,0,-5.37893
2942,0,-5.49419
2944,0,-5.07047
2946,0,-4.71265
2948,0,-4.81148
2950,0,-4.95954
2952,0,-4.69735
2954,0,-4.71131
2956,0,-5.19026
2958,0,-5.44915
2960,0,-5.82247
2962,0,-5.92852
2964,0,-5.15585
2966,0,-5.09086
2968,0,-5.10594
2970,0,-5.30203
2972,0,-5.53572
2974,0,-5.71027
2976,0,-5.65766
2978,0,-5.98798
2980,0,-5.82089
2982,0,-5.40759
2984,0,-5.0395
2986,0,-5.10279
2988,0,-5.20921
2990,0,-5.10145
2992,0,-4.66849
2994,0,-4.74041
2996,0,-4.81795
2998,0,-4.70156
3000,0,-4.92048
3002,0,-5.09133
3004,0,-5.08525
3006,0,-4.82709
3008,0,-4.56216
3010,0,-4.57103
3012,0,-4.82816
3014,0,-4.67468
3016,0,-4.64763
3018,0,-4.89075
3020,0,-5.22999
3022,0,-5.351
3024,0,-5.09892
3026,0,-4.99366
3028,0,-4.60693
3030,0,-4.47819
3032,0,-4.06522
3034,0,-4.29506
3036,0,-4.58239
3038,0,-4.40895
3040,0,-4.58401
3042,0,-4.61767
3044,0,-4.65758
3046,0,-4.91055
3048,0,-5.39447
3050,0,-5.44234
3052,0,-5.31296
3054,0,-5.1496
3056,0,-5.06667
3058,0,-5.30235
3060,0,-5.30159
3062,0,-4.9887
3064,0,-4.83381
3066,0,-4.83099
3068,0,-4.79631
3070,0,-4.83292
3072,0,-5.03657
3074,0,-4.88949
3076,0,-4.86217
3078,0,-5.50675
3080,0,-5.33091
3082,0,-4.78661
3084,0,-4.38674
3086,0,-4.12946
3088,0,-4.25359
3090,0,-4.78835
3092,0,-4.71934
3094,0,-5.20663
3096,0,-5.12743
3098,0,-5.14412
3100,0,-5.03687
3102,0,-4.73533
3104,0,-4.72039
3106,0,-4.76326
3108,0,-4.41362
3110,0,-3.93598
3112,0,-4.67778
3114,0,-4.57037
3116,0,-4.73735
3118,0,-4.77127
3120,0,-4.68327
3122,0,-4.53035
3124,0,-4.2853
3126,0,-4.15277
3128,0,-3.91319
3130,0,-4.22015
3132,0,-4.33492
3134,0,-4.31902
3136,0,-4.78515
3138,0,-5.10858
3140,0,-5.45755
3142,0,-5.39862
3144,0,-5.14092
3146,0,-4.81659
3148,0,-4.58232
3150,0,-4.45342
3152,0,-4.59897
3154,0,-4.98563
3156,0,-4.81886
3158,0,-5.14802
3160,0,-5.56299
3162,0,-5.71466
3164,0,-5.3838
3166,0,-5.21692
3168,0,-4.89059
3170,0,-4.64109
3172,0,-4.48348
3174,0,-4.83834
3176,0,-4.70618
3178,0,-5.02327
3180,0,-5.44631
3182,0,-5.73413
3184,0,-5.84771
3186,0,-5.67628
3188,0,-5.69901
3190,0,-5.31245
3192,0,-5.35823
3194,0,-5.66275
3196,0,-5.27822
3198,0,-5.61167
3200,0,-5.64634
3202,0,-5.32998
3204,0,-5.97135
3206,0,-6.32678
3208,0,-5.88095
3210,0,-5.73797
3212,0,-5.50928
3214,0,-5.31081
3216,0,-4.98638
3218,0,-4.856
3220,0,-5.03667
3222,0,-5.05275
3224,0,-5.0711
3226,0,-4.96063
3228,0,-5.05888
3230,0,-5.16547
3232,0,-4.82617
3234,0,-4.84944
3236,0,-4.90527
3238,0,-4.74778
3240,0,-4.60398
3242,0,-4.8144
3244,0,-4.37053
3246,0,-4.52665
3248,0,-4.61245
3250,0,-4.42059
3252,0,-4.64846
3254,0,-4.64428
3256,0,-4.79236
3258,0,-4.97035
3260,0,-4.90265
3262,0,-4.73691
3264,0,-4.41259
3266,0,-4.6535
3268,0,-4.36098
3270,0,-4.60658
3272,0,-5.02782
3274,0,-4.9369
3276,0,-4.93455
3278,0,-4.92679
3280,0,-4.78732
3282,0,-4.56863
3284,0,-4.20305
3286,0,-4.11934
3288,0,-4.37093
3290,0,-4.22932
3292,0,-4.69169
3294,0,-4.91692
3296,0,-5.10046
3298,0,-5.04678
3300,0,-4.75213
3302,0,-4.70807
3304,0,-4.52628
3306,0,-4.42569
3308,0,-4.35639
3310,0,-4.46028
3312,0,-4.81875
3314,0,-4.94887
3316,0,-5.23249
3318,0,-5.08736
3320,0,-5.18601
3322,0,-5.03629
3324,0,-4.79453
3326,0,-4.86603
3328,0,-4.66373
3330,0,-4.49333
3332,0,-4.57606
3334,0,-4.68804
3336,0,-5.08499
3338,0,-5.54593
3340,0,-5.9542
3342,0,-5.80558
3344,0,-5.25081
3346,0,-5.10646
3348,0,-4.48853
3350,0,-4.8065
3352,0,-4.48457
3354,0,-4.53194
3356,0,-4.55443
3358,0,-4.83787
3360,0,-5.18736
3362,0,-5.47514
3364,0,-5.58675
3366,0,-5.58368
3368,0,-5.46552
3370,0,-5.213
3372,0,-5.22295
3374,0,-5.17711
3376,0,-4.94755
3378,0,-4.7629
3380,0,-4.59171
3382,0,-5.02886
3384,0,-5.18628
3386,0,-4.85084
3388,0,-4.96539
3390,0,-4.73092
3392,0,-4.93863
3394,0,-4.79925
3396,0,-4.72988
3398,0,-5.02239
3400,0,-5.1736
3402,0,-5.09491
3404,0,-4.91644
3406,0,-5.2899
3408,0,-5.29296
3410,0,-5.2507
3412,0,-5.28041
3414,0,-5.29423
3416,0,-5.63772
3418,0,-5.61059
3420,0,-5.62985
3422,0,-5.71274
3424,0,-5.39765
3426,0,-5.05037
3428,0,-5.74228
3430,0,-5.3926
3432,0,-5.36481
3434,0,-5.61658
3436,0,-5.75335
3438,0,-5.76161
3440,0,-5.7808
3442,0,-5.56412
3444,0,-5.05501
3446,0,-4.87535
3448,0,-4.66127
3450,0,-4.80607
3452,0,-5.12108
3454,0,-5.23295
3456,0,-5.02438
3458,0,-5.42605
3460,0,-5.21915
3462,0,-4.76152
3464,0,-5.08076
3466,0,-5.10576
3468,0,-5.37355
3470,0,-5.42459
3472,0,-5.66288
3474,0,-5.96995
3476,0,-6.3469
3478,0,-6.75413
3480,0,-6.75236
3482,0,-6.14755
3484,0,-5.76607
3486,0,-5.5133
3488,0,-5.75985
3490,0,-5.13025
3492,0,-5.27429
3494,0,-5.3756
3496,0,-5.51484
3498,0,-5.13342
